name,latitude_deg,longitude_deg,iso_country
Yantai Penglai International Airport,37.659724,120.978124,China
Chongqing Jiangbei International Airport,29.712254,106.651895,China
Guiyang Longdongbao International Airport,26.541466,106.803331,China
Chengdu Tianfu International Airport,30.31252,104.441284,China
Chengdu Shuangliu International Airport,30.558257,103.945966,China
Ürümqi Tianshan International Airport,43.907101,87.474197,China
Changchun Longjia International Airport,43.996201,125.684998,China
Harbin Taiping International Airport,45.623402,126.25,China
Dalian Zhoushuizi International Airport,38.965719,121.538477,China
Shenyang Taoxian International Airport,41.639801,123.483002,China
